,step,AverageReturn
583,58400,-996.0
584,58500,-938.97998046875
585,58600,-978.4500122070312
586,58700,-1109.8299560546875
587,58800,-919.02001953125
588,58900,-971.2999877929688
589,59000,-1083.8399658203125
590,59100,-1147.5
591,59200,-955.6300048828125
592,59300,-1117.7099609375
593,59400,-1012.0999755859375
594,59500,-1076.8599853515625
595,59600,-977.489990234375
596,59700,-903.3699951171875
597,59800,-1072.97998046875
598,59900,-1185.010009765625
599,60000,-1026.1199951171875
600,60100,-1060.81005859375
601,60200,-963.1500244140625
602,60300,-1044.68994140625
603,60400,-1055.0799560546875
604,60500,-942.5800170898438
605,60600,-1028.4200439453125
606,60700,-968.489990234375
607,60800,-1017.2899780273438
608,60900,-1076.5
609,61000,-981.4000244140625
610,61100,-978.8800048828125
611,61200,-1072.47998046875
612,61300,-1006.3599853515625
613,61400,-1070.3800048828125
614,61500,-1000.3800048828125
615,61600,-1018.6199951171875
616,61700,-946.9000244140625
617,61800,-1045.3399658203125
618,61900,-985.1900024414062
619,62000,-1020.7899780273438
620,62100,-1017.7999877929688
621,62200,-959.969970703125
622,62300,-1049.43994140625
623,62400,-988.0
624,62500,-932.219970703125
625,62600,-1030.8299560546875
626,62700,-973.9299926757812
627,62800,-998.4199829101562
628,62900,-1001.1099853515625
629,63000,-932.1699829101562
630,63100,-1122.0699462890625
631,63200,-1030.3499755859375
632,63300,-1080.0699462890625
633,63400,-967.1900024414062
634,63500,-941.0900268554688
635,63600,-1164.6099853515625
636,63700,-1065.1600341796875
637,63800,-1071.0799560546875
638,63900,-1199.449951171875
639,64000,-905.8900146484375
640,64100,-1243.8599853515625
641,64200,-973.3099975585938
642,64300,-1030.449951171875
643,64400,-1079.010009765625
644,64500,-1115.780029296875
645,64600,-1022.989990234375
646,64700,-1023.5499877929688
647,64800,-1010.75
648,64900,-963.52001953125
649,65000,-993.8900146484375
650,65100,-1046.8699951171875
651,65200,-1010.8499755859375
652,65300,-1102.93994140625
653,65400,-1010.3400268554688
654,65500,-1092.97998046875
655,65600,-1046.219970703125
656,65700,-1135.760009765625
657,65800,-1037.7099609375
658,65900,-956.280029296875
659,66000,-1055.9599609375
660,66100,-1264.3399658203125
661,66200,-995.5900268554688
662,66300,-1020.6799926757812
663,66400,-1047.5
664,66500,-1014.530029296875
665,66600,-1041.239990234375
666,66700,-926.25
667,66800,-1041.77001953125
668,66900,-910.8800048828125
669,67000,-957.1699829101562
670,67100,-972.3699951171875
671,67200,-1096.1199951171875
672,67300,-1021.5
673,67400,-1008.260009765625
674,67500,-984.5399780273438
675,67600,-950.4400024414062
676,67700,-993.5700073242188
677,67800,-984.4099731445312
678,67900,-966.3200073242188
679,68000,-1021.7899780273438
680,68100,-1166.5899658203125
681,68200,-1102.2900390625
682,68300,-1125.8699951171875
683,68400,-1020.0399780273438
684,68500,-969.5499877929688
685,68600,-974.1300048828125
686,68700,-1061.0999755859375
687,68800,-935.25
688,68900,-951.6099853515625
689,69000,-996.47998046875
690,69100,-1002.0700073242188
691,69200,-1012.030029296875
692,69300,-921.4099731445312
693,69400,-977.030029296875
694,69500,-986.9400024414062
695,69600,-1036.699951171875
696,69700,-943.280029296875
697,69800,-966.1599731445312
698,69900,-1033.3299560546875
699,70000,-1077.239990234375
700,70100,-1022.4000244140625
701,70200,-1030.0699462890625
702,70300,-1055.0
703,70400,-1035.1400146484375
704,70500,-1012.1400146484375
705,70600,-1089.050048828125
706,70700,-979.8499755859375
707,70800,-942.77001953125
708,70900,-975.010009765625
709,71000,-975.239990234375
710,71100,-954.1799926757812
711,71200,-1020.3400268554688
712,71300,-997.969970703125
713,71400,-966.2000122070312
714,71500,-956.5900268554688
715,71600,-1043.9300537109375
716,71700,-900.6099853515625
717,71800,-954.6900024414062
718,71900,-990.530029296875
719,72000,-1039.280029296875
720,72100,-1027.8299560546875
721,72200,-976.6099853515625
722,72300,-950.9099731445312
723,72400,-918.4000244140625
724,72500,-991.4400024414062
725,72600,-1010.47998046875
726,72700,-1024.6400146484375
727,72800,-1078.9300537109375
728,72900,-969.6400146484375
729,73000,-956.3400268554688
730,73100,-937.72998046875
731,73200,-900.0
732,73300,-1021.3400268554688
733,73400,-964.8300170898438
734,73500,-942.72998046875
735,73600,-912.77001953125
736,73700,-942.969970703125
737,73800,-1139.199951171875
738,73900,-964.6199951171875
739,74000,-954.4099731445312
740,74100,-1080.68994140625
741,74200,-969.2999877929688
742,74300,-1080.68994140625
743,74400,-1119.31005859375
744,74500,-931.3699951171875
745,74600,-929.0399780273438
746,74700,-911.4099731445312
747,74800,-928.75
748,74900,-1017.3400268554688
749,75000,-916.4099731445312
750,75100,-1027.18994140625
751,75200,-931.989990234375
752,75300,-927.72998046875
753,75400,-989.739990234375
754,75500,-965.8200073242188
755,75600,-1024.0899658203125
756,75700,-1061.9300537109375
757,75800,-990.5
758,75900,-969.72998046875
759,76000,-1105.3399658203125
760,76100,-1009.8499755859375
761,76200,-1080.0699462890625
762,76300,-1013.780029296875
763,76400,-1010.0800170898438
764,76500,-1104.0799560546875
765,76600,-966.0700073242188
766,76700,-980.9099731445312
767,76800,-934.3599853515625
768,76900,-961.5800170898438
769,77000,-1111.3499755859375
770,77100,-1092.8900146484375
771,77200,-951.989990234375
772,77300,-918.9099731445312
773,77400,-920.27001953125
774,77500,-995.7999877929688
775,77600,-996.3699951171875
776,77700,-1007.7000122070312
777,77800,-958.8499755859375
778,77900,-965.8800048828125
779,78000,-966.739990234375
780,78100,-991.239990234375
781,78200,-924.9400024414062
782,78300,-1077.300048828125
783,78400,-935.6099853515625
784,78500,-885.5
785,78600,-971.97998046875
786,78700,-914.760009765625
787,78800,-920.3699951171875
788,78900,-1019.7899780273438
789,79000,-953.0700073242188
790,79100,-1009.030029296875
791,79200,-996.8099975585938
792,79300,-1084.5
793,79400,-993.8900146484375
794,79500,-1054.510009765625
795,79600,-1004.6699829101562
796,79700,-973.3300170898438
797,79800,-957.5900268554688
798,79900,-1010.9099731445312
799,80000,-931.260009765625
800,80100,-1012.02001953125
801,80200,-1046.3900146484375
802,80300,-945.8200073242188
803,80400,-956.27001953125
804,80500,-1044.93994140625
805,80600,-903.5399780273438
806,80700,-1008.719970703125
807,80800,-1024.68994140625
808,80900,-1005.8599853515625
809,81000,-988.969970703125
810,81100,-958.4400024414062
811,81200,-1042.8900146484375
812,81300,-1011.6500244140625
813,81400,-942.6599731445312
814,81500,-935.3099975585938
815,81600,-959.9299926757812
816,81700,-940.27001953125
817,81800,-993.530029296875
818,81900,-1021.7999877929688
819,82000,-975.2899780273438
820,82100,-961.4299926757812
821,82200,-867.0399780273438
822,82300,-957.6799926757812
823,82400,-996.7899780273438
824,82500,-1129.3299560546875
825,82600,-922.1900024414062
826,82700,-913.8300170898438
827,82800,-906.5900268554688
828,82900,-1075.31005859375
829,83000,-1019.5399780273438
830,83100,-958.0399780273438
831,83200,-937.9099731445312
832,83300,-990.010009765625
833,83400,-1036.1199951171875
834,83500,-1032.9599609375
835,83600,-991.75
836,83700,-953.9000244140625
837,83800,-903.3300170898438
838,83900,-1008.3099975585938
839,84000,-1005.5700073242188
840,84100,-930.8599853515625
841,84200,-978.3499755859375
842,84300,-1022.3599853515625
843,84400,-950.8800048828125
844,84500,-1017.489990234375
845,84600,-963.4500122070312
846,84700,-998.3599853515625
847,84800,-1125.8399658203125
848,84900,-894.77001953125
849,85000,-1014.3200073242188
850,85100,-875.0800170898438
851,85200,-1022.47998046875
852,85300,-924.77001953125
853,85400,-902.7000122070312
854,85500,-963.75
855,85600,-977.6699829101562
856,85700,-880.77001953125
857,85800,-968.1699829101562
858,85900,-964.8599853515625
859,86000,-1002.7100219726562
860,86100,-921.3599853515625
861,86200,-947.3599853515625
862,86300,-955.030029296875
863,86400,-917.9400024414062
864,86500,-995.2000122070312
865,86600,-913.719970703125
866,86700,-948.9199829101562
867,86800,-912.280029296875
868,86900,-932.8699951171875
869,87000,-926.6099853515625
870,87100,-896.9600219726562
871,87200,-882.8599853515625
872,87300,-952.8800048828125
873,87400,-985.5499877929688
874,87500,-893.3699951171875
875,87600,-858.030029296875
876,87700,-925.0700073242188
877,87800,-980.3900146484375
878,87900,-1051.3499755859375
879,88000,-939.8300170898438
880,88100,-868.0800170898438
881,88200,-1004.2100219726562
882,88300,-922.77001953125
883,88400,-965.3200073242188
884,88500,-942.4299926757812
885,88600,-1011.8200073242188
886,88700,-891.4299926757812
887,88800,-903.7899780273438
888,88900,-831.2100219726562
889,89000,-919.5499877929688
890,89100,-1051.4200439453125
891,89200,-891.0700073242188
892,89300,-1001.0800170898438
893,89400,-925.1300048828125
894,89500,-950.4199829101562
895,89600,-959.7000122070312
896,89700,-947.9500122070312
897,89800,-976.1099853515625
898,89900,-885.72998046875
899,90000,-945.5399780273438
900,90100,-989.9000244140625
901,90200,-1005.75
902,90300,-909.7100219726562
903,90400,-922.47998046875
904,90500,-1012.9500122070312
905,90600,-903.280029296875
906,90700,-909.8900146484375
907,90800,-928.969970703125
908,90900,-863.1300048828125
909,91000,-903.2000122070312
910,91100,-993.989990234375
911,91200,-950.510009765625
912,91300,-903.4500122070312
913,91400,-859.72998046875
914,91500,-980.0399780273438
915,91600,-953.5800170898438
916,91700,-884.4000244140625
917,91800,-984.9299926757812
918,91900,-976.4500122070312
919,92000,-890.5800170898438
920,92100,-1024.239990234375
921,92200,-911.47998046875
922,92300,-947.0900268554688
923,92400,-964.9500122070312
924,92500,-932.4400024414062
925,92600,-1006.5800170898438
926,92700,-840.7000122070312
927,92800,-926.8800048828125
928,92900,-863.5499877929688
929,93000,-922.8200073242188
930,93100,-1003.6400146484375
931,93200,-899.1900024414062
932,93300,-1215.469970703125
933,93400,-951.3900146484375
934,93500,-978.75
935,93600,-991.4600219726562
936,93700,-899.260009765625
937,93800,-1051.0799560546875
938,93900,-894.25
939,94000,-939.3400268554688
940,94100,-944.7000122070312
941,94200,-929.4500122070312
942,94300,-907.8300170898438
943,94400,-979.9600219726562
944,94500,-1004.3599853515625
945,94600,-980.5599975585938
946,94700,-921.1900024414062
947,94800,-948.1099853515625
948,94900,-968.3800048828125
949,95000,-924.760009765625
950,95100,-1029.699951171875
951,95200,-968.1099853515625
952,95300,-1003.2100219726562
953,95400,-891.4600219726562
954,95500,-986.5999755859375
955,95600,-1009.0800170898438
956,95700,-931.1699829101562
957,95800,-926.5900268554688
958,95900,-907.9500122070312
959,96000,-867.9199829101562
960,96100,-894.239990234375
961,96200,-917.7100219726562
962,96300,-912.969970703125
963,96400,-984.9199829101562
964,96500,-898.2100219726562
965,96600,-968.469970703125
966,96700,-867.7899780273438
967,96800,-998.780029296875
968,96900,-932.22998046875
969,97000,-888.8099975585938
970,97100,-937.010009765625
971,97200,-981.6799926757812
972,97300,-1029.1199951171875
973,97400,-967.1900024414062
974,97500,-908.0499877929688
975,97600,-926.1300048828125
976,97700,-1009.0599975585938
977,97800,-1041.4300537109375
978,97900,-969.02001953125
979,98000,-904.6400146484375
980,98100,-876.9299926757812
981,98200,-942.280029296875
982,98300,-955.510009765625
983,98400,-1029.489990234375
984,98500,-905.47998046875
985,98600,-1009.1900024414062
986,98700,-868.5700073242188
987,98800,-938.0800170898438
988,98900,-949.1599731445312
989,99000,-916.530029296875
990,99100,-901.760009765625
