,step,AverageReturn
239,509600,-3550.699951171875
240,511680,-6216.39990234375
241,513760,-2941.10009765625
242,515840,-3816.300048828125
243,517920,-4469.39990234375
244,520000,-1669.4000244140625
245,522080,-10164.900390625
246,524160,-4348.5
247,526240,-721.7000122070312
248,528320,-8865.0
249,530400,-2103.699951171875
250,532480,-5791.5
251,534560,-2731.5
252,536640,-6208.39990234375
253,538720,-3700.5
254,540800,-5357.0
255,542880,-5267.0
256,544960,-2391.60009765625
257,547040,-7255.2998046875
258,549120,-2117.300048828125
259,551200,-4165.0
260,553280,-3420.39990234375
261,555360,-3410.89990234375
262,557440,-3468.800048828125
263,559520,-5063.0
264,561600,-4686.2001953125
265,563680,-4218.0
266,565760,-4077.0
267,567840,-4902.2001953125
268,569920,-6631.89990234375
269,572000,-4543.2001953125
270,574080,-5813.2001953125
271,576160,-2572.0
272,578240,-5229.7998046875
