,step,TrainAverageReturn,EvalAverageReturn,Alpha
0,10000,-16962.6953125,-18159.0,0.9997000694274902
1,10104,-15519.7763671875,-19225.599609375,0.9994000792503357
2,10208,-15914.927734375,-19438.80078125,0.9990994334220886
3,10312,-15803.796875,-10028.599609375,0.9987979531288147
4,10416,-16029.6083984375,-24071.19921875,0.99849534034729
5,10520,-15995.7265625,-18136.69921875,0.9981915950775146
6,10624,-16239.431640625,-14151.7001953125,0.9978867173194885
7,10728,-16183.36328125,-17416.900390625,0.9975802898406982
8,10832,-16083.9501953125,-18306.0,0.9972724914550781
9,10936,-16043.04296875,-22986.30078125,0.9969635009765625
10,11040,-16070.107421875,-10326.400390625,0.996653139591217
11,11144,-15995.3935546875,-5842.7998046875,0.9963414072990417
12,11248,-15874.654296875,-7667.0,0.996028482913971
13,11352,-15673.9501953125,-12542.7998046875,0.9957143664360046
14,11456,-15794.9580078125,-16522.80078125,0.9953991174697876
15,11560,-15547.0009765625,-6978.60009765625,0.9950828552246094
16,11664,-15279.1396484375,-15732.400390625,0.9947656393051147
17,11768,-15173.9169921875,-19397.5,0.9944475889205933
18,11872,-15142.8212890625,-6307.7001953125,0.9941288232803345
19,11976,-14989.47265625,-13850.900390625,0.9938094019889832
20,12080,-14931.5029296875,-5243.10009765625,0.9934895038604736
21,12184,-14832.244140625,-11365.400390625,0.9931692481040955
22,12288,-14858.69140625,-6611.7001953125,0.9928486943244934
23,12392,-14807.083984375,-7623.89990234375,0.9925280213356018
24,12496,-14626.2490234375,-11187.2998046875,0.9922072887420654
25,12600,-14526.1298828125,-7836.89990234375,0.9918866157531738
26,12704,-14504.6923828125,-5918.39990234375,0.9915659427642822
27,12808,-14404.1083984375,-20063.80078125,0.9912455081939697
28,12912,-14301.03125,-12488.5,0.9909253120422363
29,13016,-14198.5244140625,-13390.099609375,0.990605354309082
30,13120,-14004.3896484375,-7079.89990234375,0.9902856945991516
31,13224,-13859.28125,-12164.400390625,0.9899662733078003
32,13328,-13723.6240234375,-9869.7998046875,0.9896472096443176
