,step,TrainAverageReturn,EvalAverageReturn,Alpha
0,10000,-16962.6953125,-18508.5,0.9997000694274902
1,10104,-15745.251953125,-19225.599609375,0.9993997812271118
2,10208,-15850.4951171875,-19354.80078125,0.99909907579422
3,10312,-15894.6240234375,-10028.599609375,0.998797595500946
4,10416,-16110.06640625,-23965.400390625,0.9984952211380005
5,10520,-15987.6572265625,-18138.30078125,0.9981915354728699
6,10624,-16154.0693359375,-14151.7001953125,0.9978863596916199
7,10728,-16152.0224609375,-17416.900390625,0.9975797533988953
8,10832,-16113.7578125,-18049.19921875,0.9972717761993408
9,10936,-16087.0517578125,-23022.30078125,0.9969629049301147
10,11040,-16160.7578125,-10415.0,0.9966525435447693
11,11144,-16012.7568359375,-5842.7998046875,0.9963406324386597
12,11248,-15848.4970703125,-7667.60009765625,0.9960273504257202
13,11352,-15695.4091796875,-12456.400390625,0.9957126975059509
14,11456,-15794.283203125,-16524.400390625,0.9953969120979309
15,11560,-15571.287109375,-6892.2001953125,0.9950801730155945
16,11664,-15337.123046875,-15732.400390625,0.9947624206542969
17,11768,-15203.0947265625,-19573.5,0.9944437742233276
18,11872,-15155.36328125,-6394.2001953125,0.9941243529319763
19,11976,-15012.98828125,-14010.5,0.993804395198822
20,12080,-14958.0615234375,-5292.7001953125,0.9934839010238647
21,12184,-14885.5947265625,-11536.7001953125,0.9931629300117493
22,12288,-14891.8134765625,-6664.2998046875,0.9928418397903442
23,12392,-14836.123046875,-7762.0,0.9925205707550049
24,12496,-14669.59375,-11240.5,0.992199182510376
25,12600,-14555.9296875,-7976.0,0.9918777942657471
26,12704,-14510.0302734375,-6323.60009765625,0.9915564656257629
27,12808,-14385.3837890625,-20557.0,0.9912352561950684
28,12912,-14262.603515625,-13018.5,0.9909143447875977
29,13016,-14214.619140625,-13584.5,0.9905937910079956
30,13120,-14050.1220703125,-7272.7001953125,0.9902735948562622
31,13224,-13921.7783203125,-12217.599609375,0.9899536967277527
32,13328,-13772.0146484375,-9922.400390625,0.9896343350410461
33,13432,-13710.0830078125,-9542.5,0.9893153309822083
34,13536,-13499.3466796875,-16993.69921875,0.9889966249465942
35,13640,-13356.099609375,-11637.7998046875,0.9886782765388489
36,13744,-13104.5625,-6760.89990234375,0.9883604645729065
37,13848,-12939.373046875,-16130.5,0.9880428314208984
38,13952,-12800.359375,-15760.2998046875,0.9877256751060486
39,14056,-12685.943359375,-7737.2001953125,0.9874088764190674
40,14160,-12517.888671875,-9997.099609375,0.9870926141738892
41,14264,-12415.177734375,-9548.7998046875,0.9867767095565796
42,14368,-12395.4111328125,-6035.39990234375,0.9864612221717834
43,14472,-12322.796875,-4603.7998046875,0.9861461520195007
44,14576,-12149.306640625,-5484.2001953125,0.9858313798904419
