,step,TrainAverageReturn,EvalAverageReturn,Alpha
0,10000,-12683.064453125,-11204.2998046875,0.9997000694274902
1,10104,-11389.171875,-11517.2998046875,0.9993997812271118
2,10208,-11826.45703125,-12582.599609375,0.99909907579422
3,10312,-11900.783203125,-6242.2001953125,0.9987978339195251
4,10416,-12219.111328125,-17462.099609375,0.9984961748123169
5,10520,-12252.228515625,-13709.5,0.9981940388679504
6,10624,-12595.7265625,-9979.5,0.9978916645050049
7,10728,-12618.8798828125,-12681.599609375,0.9975890517234802
8,10832,-12628.267578125,-15083.400390625,0.997286319732666
9,10936,-12599.2216796875,-19686.19921875,0.996983528137207
10,11040,-12781.8115234375,-8475.0,0.9966806769371033
11,11144,-12689.7861328125,-4798.2001953125,0.9963779449462891
12,11248,-12634.1044921875,-5894.89990234375,0.9960752129554749
13,11352,-12574.3603515625,-10306.0,0.9957726001739502
14,11456,-12661.1328125,-13940.400390625,0.9954699873924255
15,11560,-12539.556640625,-5444.2001953125,0.99516761302948
16,11664,-12432.7744140625,-13736.599609375,0.9948652982711792
17,11768,-12355.0625,-16343.400390625,0.9945632219314575
18,11872,-12369.916015625,-5414.0,0.9942612051963806
19,11976,-12317.3076171875,-12394.400390625,0.9939592480659485
20,12080,-12336.69140625,-4686.2001953125,0.9936572313308716
21,12184,-12355.4921875,-10561.7001953125,0.9933552742004395
22,12288,-12445.2431640625,-6144.39990234375,0.9930532574653625
23,12392,-12450.2744140625,-7660.5,0.9927513003349304
24,12496,-12398.8251953125,-11530.0,0.9924493432044983
25,12600,-12384.16796875,-8166.0,0.9921473860740662
26,12704,-12414.6474609375,-6593.5,0.9918454885482788
27,12808,-12393.53515625,-21493.0,0.991543710231781
28,12912,-12417.427734375,-13751.7001953125,0.991241991519928
29,13016,-12400.2880859375,-14005.2001953125,0.9909402132034302
30,13120,-12359.1767578125,-8102.7001953125,0.9906385540962219
31,13224,-12358.400390625,-12953.900390625,0.9903370141983032
32,13328,-12379.29296875,-10462.0,0.9900355935096741
33,13432,-12465.7451171875,-9939.0,0.9897342920303345
34,13536,-12401.111328125,-17899.599609375,0.9894331097602844
35,13640,-12334.7861328125,-12055.7998046875,0.9891321063041687
36,13744,-12182.8994140625,-7008.7998046875,0.9888311624526978
37,13848,-12108.232421875,-16492.599609375,0.9885304570198059
38,13952,-12125.732421875,-16039.099609375,0.9882299900054932
39,14056,-12126.3828125,-8039.5,0.9879297614097595
40,14160,-12032.1748046875,-9871.2998046875,0.987629771232605
41,14264,-12013.5859375,-9626.599609375,0.9873300194740295
42,14368,-12043.07421875,-6198.7001953125,0.9870303869247437
43,14472,-12009.94140625,-4673.89990234375,0.9867309331893921
44,14576,-11941.681640625,-5621.5,0.9864316582679749
45,14680,-11940.1689453125,-15690.2001953125,0.9861326813697815
46,14784,-11982.2587890625,-8215.099609375,0.9858339428901672
47,14888,-11942.458984375,-10432.099609375,0.9855353236198425
48,14992,-11935.5400390625,-9913.2001953125,0.9852370023727417
49,15096,-11949.998046875,-14290.7998046875,0.9849388003349304
50,15200,-11919.8701171875,-11742.2001953125,0.9846408367156982
51,15304,-11923.009765625,-8002.7998046875,0.9843431115150452
52,15408,-11810.5556640625,-9882.400390625,0.9840455651283264
53,15512,-11790.5263671875,-12601.2998046875,0.9837483763694763
54,15616,-11787.6943359375,-10931.7001953125,0.9834513664245605
55,15720,-11811.5302734375,-8338.2998046875,0.9831547141075134
56,15824,-11696.5654296875,-9294.7998046875,0.982858419418335
57,15928,-11625.9404296875,-3387.699951171875,0.9825624227523804
58,16032,-11570.078125,-12121.900390625,0.9822667241096497
59,16136,-11575.0712890625,-15798.900390625,0.9819713830947876
60,16240,-11527.8408203125,-4501.39990234375,0.981676459312439
61,16344,-11579.2060546875,-11135.099609375,0.9813820123672485
62,16448,-11433.365234375,-4088.60009765625,0.9810881018638611
63,16552,-11247.7109375,-13664.400390625,0.9807946085929871
64,16656,-11222.013671875,-9045.7998046875,0.9805014133453369
65,16760,-11135.9072265625,-10983.7998046875,0.9802086353302002
66,16864,-11178.30078125,-10479.900390625,0.9799162149429321
67,16968,-11188.767578125,-6405.2998046875,0.9796242117881775
68,17072,-11117.705078125,-7757.5,0.9793326258659363
69,17176,-11031.5478515625,-9239.900390625,0.9790418148040771
70,17280,-11040.1630859375,-7350.89990234375,0.9787513613700867
71,17384,-11062.8466796875,-11151.7998046875,0.9784612655639648
72,17488,-10952.37109375,-1919.0,0.9781718254089355
73,17592,-10951.50390625,-1053.5,0.977882981300354
74,17696,-10855.541015625,-7860.2998046875,0.9775949120521545
75,17800,-10787.84375,-15838.2001953125,0.9773072600364685
76,17904,-10749.287109375,-9822.5,0.9770202040672302
77,18008,-10763.6796875,-5144.7001953125,0.9767337441444397
78,18112,-10626.04296875,-8286.7001953125,0.9764478802680969
79,18216,-10519.9443359375,-4031.300048828125,0.9761624336242676
80,18320,-10433.3203125,-4356.5,0.9758775234222412
81,18424,-10353.2568359375,-9853.7001953125,0.9755931496620178
82,18528,-10283.8369140625,-5156.89990234375,0.9753093123435974
83,18632,-10224.4375,-5573.2998046875,0.9750261902809143
84,18736,-10152.7529296875,-16973.599609375,0.9747437238693237
85,18840,-10030.625,-10279.900390625,0.9744620323181152
86,18944,-10016.818359375,-6601.0,0.9741812348365784
87,19048,-9963.498046875,-11606.2998046875,0.9739013910293579
88,19152,-9893.82421875,-10036.0,0.9736223220825195
89,19256,-9772.615234375,-7713.2001953125,0.973344087600708
90,19360,-9724.9345703125,-5584.7998046875,0.9730666279792786
91,19464,-9645.74609375,-2851.39990234375,0.972790002822876
92,19568,-9622.9970703125,-10645.5,0.9725140333175659
93,19672,-9544.22265625,-8578.099609375,0.9722385406494141
94,19776,-9467.1630859375,-11201.2001953125,0.9719635844230652
95,19880,-9599.1064453125,-4566.7001953125,0.9716894030570984
96,19984,-9504.9716796875,-9812.7001953125,0.9714158177375793
97,20088,-9433.310546875,-9468.2998046875,0.9711427688598633
98,20192,-9275.5009765625,-5489.89990234375,0.9708704352378845
99,20296,-9243.6435546875,-4573.2001953125,0.9705986976623535
100,20400,-9151.99609375,-8752.5,0.9703277945518494
101,20504,-9110.03515625,-4533.89990234375,0.9700576066970825
102,20608,-9080.8662109375,-8339.0,0.9697881937026978
103,20712,-8987.1689453125,-4083.699951171875,0.9695191979408264
104,20816,-8980.544921875,-9448.7998046875,0.9692508578300476
105,20920,-8936.4462890625,-10290.7998046875,0.96898353099823
106,21024,-8829.9306640625,-4030.60009765625,0.968716561794281
107,21128,-8745.541015625,-4861.7998046875,0.9684502482414246
108,21232,-8726.64453125,-3778.5,0.968184769153595
109,21336,-8699.279296875,-3704.39990234375,0.9679201245307922
