,step,AverageReturn
816,94864,-3886.89990234375
817,94968,-2718.699951171875
818,95072,-2001.800048828125
819,95176,-4838.0
820,95280,-2964.800048828125
821,95384,-770.0
822,95488,-1653.800048828125
823,95592,-3083.0
824,95696,-3920.800048828125
825,95800,-3492.0
826,95904,-607.7999877929688
827,96008,-4396.89990234375
828,96112,-3483.89990234375
829,96216,-2956.699951171875
830,96320,-2364.0
831,96424,-3340.800048828125
832,96528,-3349.0
833,96632,-4269.0
834,96736,-1683.0
835,96840,-956.0
836,96944,-2101.0
837,97048,-4159.0
838,97152,-1208.0
839,97256,-1975.0
840,97360,-2462.0
841,97464,-3594.0
842,97568,-1216.800048828125
843,97672,-1992.0
844,97776,-4363.0
845,97880,-3578.0
846,97984,-4584.0
847,98088,-2063.0
848,98192,-3059.0
849,98296,-7373.0
850,98400,-5712.0
851,98504,-1797.0
852,98608,-3585.0
853,98712,-5498.0
854,98816,-5831.0
855,98920,-3596.0
856,99024,-2947.0
857,99128,-3518.0
858,99232,-1743.0
859,99336,-1446.0
860,99440,-3562.0
861,99544,-4112.0
862,99648,-2717.0
863,99752,-4548.0
864,99856,-1788.0
865,99960,-2926.0
866,100064,-3917.0
867,100168,-4012.0
868,100272,-2091.0
869,100376,-2494.0
870,100480,-5231.0
871,100584,-1133.0
872,100688,-9036.0
873,100792,-2149.0
874,100896,-2171.0
875,101000,-2581.0
876,101104,-1671.0
877,101208,-1826.0
878,101312,-2161.0
879,101416,-1308.0
880,101520,-1868.0
881,101624,-6206.0
882,101728,-1131.0
883,101832,-3334.0
884,101936,-2635.0
885,102040,-1619.0
886,102144,-2075.0
887,102248,-2761.0
888,102352,-2479.0
889,102456,-869.0
890,102560,-4126.0
891,102664,-2486.0
892,102768,-1176.0
893,102872,-4888.0
894,102976,-3438.0
895,103080,-1127.0
896,103184,-2317.0
897,103288,-1097.0
898,103392,-3392.0
899,103496,-3913.0
900,103600,-6212.0
901,103704,-4711.0
902,103808,-3645.0
903,103912,-3077.0
904,104016,-4257.0
905,104120,-1532.0
906,104224,-6914.0
907,104328,-2174.0
908,104432,-2542.0
909,104536,-6345.0
910,104640,-4686.0
911,104744,-2727.0
912,104848,-1709.0
913,104952,-3257.0
914,105056,-4161.0
915,105160,-784.0
916,105264,-3488.0
917,105368,-1590.0
918,105472,-5077.0
919,105576,-1381.0
920,105680,-3098.0
921,105784,-8223.0
922,105888,-1541.0
923,105992,-4901.0
924,106096,-1043.0
925,106200,-5546.0
926,106304,-6380.0
927,106408,-1708.0
928,106512,-2207.0
929,106616,-4344.0
930,106720,-2421.0
931,106824,-5469.0
932,106928,-1969.0
933,107032,-1400.0
934,107136,-1831.0
935,107240,-6195.0
936,107344,-608.0
937,107448,-3697.0
938,107552,-3480.0
939,107656,-5034.0
940,107760,-3809.0
941,107864,-1218.0
942,107968,-2622.0
943,108072,-4552.0
944,108176,-824.0
945,108280,-8115.0
946,108384,-2314.0
947,108488,-3848.0
948,108592,-2718.0
949,108696,-4198.0
950,108800,-6127.0
951,108904,-608.0
952,109008,-4470.0
953,109112,-1355.0
954,109216,-1940.0
955,109320,-4977.0
956,109424,-2295.0
957,109528,-5626.0
958,109632,-2158.0
959,109736,-2172.0
960,109840,-1181.0
961,109944,-2613.0
962,110048,-1811.0
963,110152,-3268.0
964,110256,-5654.0
965,110360,-2090.0
966,110464,-4402.0
967,110568,-4217.0
968,110672,-2236.0
969,110776,-2241.0
970,110880,-2901.0
971,110984,-3092.0
972,111088,-5899.0
973,111192,-2612.0
974,111296,-3691.0
975,111400,-3652.0
976,111504,-1847.0
977,111608,-2603.0
978,111712,-4854.0
979,111816,-4651.0
980,111920,-4503.0
981,112024,-1301.0
982,112128,-1218.0
983,112232,-4949.0
984,112336,-1384.0
985,112440,-4838.0
986,112544,-4963.0
987,112648,-3582.0
988,112752,-9316.0
989,112856,-770.0
990,112960,-4090.0
991,113064,-3313.0
992,113168,-4452.0
993,113272,-2435.0
