,step,TrainAverageReturn,EvalAverageReturn,Alpha
0,10000,-13573.0947265625,-12628.7998046875,0.9997000694274902
1,10104,-12059.4755859375,-12481.900390625,0.9993998408317566
2,10208,-12161.69140625,-12543.7998046875,0.9990991950035095
3,10312,-12168.3525390625,-6297.89990234375,0.9987982511520386
4,10416,-12437.375,-17228.5,0.9984972476959229
5,10520,-12319.61328125,-12875.0,0.9981963038444519
6,10624,-12442.0771484375,-9507.900390625,0.9978954792022705
7,10728,-12379.2041015625,-12206.900390625,0.9975948333740234
8,10832,-12348.830078125,-14800.2998046875,0.9972946047782898
9,10936,-12340.4287109375,-19410.400390625,0.9969946146011353
10,11040,-12537.26953125,-7878.2001953125,0.9966946840286255
11,11144,-12620.548828125,-4483.60009765625,0.996394693851471
12,11248,-12579.2421875,-6127.39990234375,0.9960947036743164
13,11352,-12558.107421875,-11417.5,0.995794415473938
14,11456,-12701.1904296875,-15503.900390625,0.9954938888549805
15,11560,-12616.6142578125,-6145.7998046875,0.995193362236023
16,11664,-12546.072265625,-14513.2001953125,0.9948927164077759
17,11768,-12515.1923828125,-17353.19921875,0.9945920705795288
18,11872,-12559.66796875,-5822.60009765625,0.9942914247512817
19,11976,-12538.3974609375,-12414.599609375,0.9939907789230347
20,12080,-12544.4892578125,-4870.0,0.9936903119087219
21,12184,-12555.4765625,-10683.0,0.993389904499054
22,12288,-12657.7626953125,-6219.89990234375,0.9930896759033203
23,12392,-12691.068359375,-6785.2001953125,0.9927896857261658
24,12496,-12620.4560546875,-10137.400390625,0.992489755153656
25,12600,-12568.6083984375,-7517.7998046875,0.9921899437904358
26,12704,-12590.8525390625,-5938.7998046875,0.9918903112411499
27,12808,-12550.6162109375,-20042.5,0.991590678691864
28,12912,-12527.5234375,-13089.599609375,0.9912912845611572
29,13016,-12495.8896484375,-13744.599609375,0.9909920692443848
30,13120,-12429.7998046875,-7916.60009765625,0.9906930327415466
31,13224,-12398.2998046875,-13034.7998046875,0.990394115447998
32,13328,-12400.0478515625,-10568.599609375,0.9900953769683838
33,13432,-12499.484375,-9782.400390625,0.9897968173027039
34,13536,-12400.228515625,-17450.80078125,0.989498496055603
35,13640,-12367.6083984375,-12050.0,0.9892004132270813
36,13744,-12278.6943359375,-6942.0,0.9889024496078491
37,13848,-12256.0078125,-15662.7998046875,0.9886047840118408
38,13952,-12232.19140625,-15241.400390625,0.9883074760437012
39,14056,-12227.515625,-7521.7998046875,0.9880102872848511
40,14160,-12125.6943359375,-9362.7998046875,0.9877133369445801
41,14264,-12038.3125,-9195.400390625,0.9874163866043091
42,14368,-12040.35546875,-5736.5,0.987119734287262
43,14472,-11971.9345703125,-4387.89990234375,0.9868230819702148
44,14576,-11870.3720703125,-5566.60009765625,0.9865268468856812
45,14680,-11848.46484375,-14745.599609375,0.9862308502197266
46,14784,-11888.25390625,-7996.89990234375,0.9859350323677063
47,14888,-11801.2861328125,-9855.900390625,0.9856396317481995
48,14992,-11768.8876953125,-9426.5,0.9853442907333374
49,15096,-11740.3623046875,-13617.2001953125,0.9850492477416992
50,15200,-11718.291015625,-10895.599609375,0.9847546219825745
51,15304,-11705.150390625,-7060.2001953125,0.984460175037384
52,15408,-11565.44140625,-9010.0,0.9841663837432861
53,15512,-11487.9912109375,-11667.5,0.9838730096817017
54,15616,-11470.40625,-9607.5,0.9835799932479858
55,15720,-11481.2578125,-6856.39990234375,0.9832876920700073
56,15824,-11325.884765625,-8503.2998046875,0.9829954504966736
57,15928,-11211.09375,-2525.0,0.982704222202301
58,16032,-11144.7666015625,-10169.2998046875,0.9824137091636658
59,16136,-11115.296875,-14268.7998046875,0.9821236729621887
60,16240,-11039.146484375,-3937.10009765625,0.981834352016449
61,16344,-11055.1689453125,-9517.2001953125,0.9815459847450256
62,16448,-10905.05078125,-3586.10009765625,0.981259286403656
63,16552,-10687.802734375,-12612.599609375,0.9809731841087341
64,16656,-10651.4794921875,-7542.7001953125,0.9806879162788391
65,16760,-10504.5771484375,-9696.099609375,0.9804039001464844
66,16864,-10481.9658203125,-9490.7998046875,0.980120837688446
67,16968,-10442.841796875,-5800.2001953125,0.9798389077186584
68,17072,-10372.6748046875,-6248.2998046875,0.9795576930046082
69,17176,-10242.5537109375,-7224.7998046875,0.9792777299880981
70,17280,-10200.41015625,-5287.60009765625,0.9789989590644836
71,17384,-10139.4404296875,-8429.900390625,0.9787226915359497
72,17488,-9983.7568359375,-1173.0999755859375,0.9784477949142456
73,17592,-9919.169921875,-1420.0,0.9781749844551086
74,17696,-9741.26953125,-6094.10009765625,0.9779030680656433
75,17800,-9601.083984375,-11346.5,0.9776330590248108
76,17904,-9450.4208984375,-6473.10009765625,0.9773663282394409
77,18008,-9406.0712890625,-4397.2998046875,0.9771004319190979
78,18112,-9196.646484375,-5235.2001953125,0.976836085319519
79,18216,-9040.224609375,-2520.199951171875,0.976573646068573
80,18320,-8881.3857421875,-2838.89990234375,0.9763153791427612
81,18424,-8693.2763671875,-6809.7998046875,0.9760598540306091
82,18528,-8551.2705078125,-3762.0,0.9758059978485107
83,18632,-8414.6220703125,-3540.5,0.9755550026893616
84,18736,-8295.2080078125,-12499.099609375,0.9753063321113586
85,18840,-8121.529296875,-7504.60009765625,0.9750596880912781
86,18944,-8061.9306640625,-5954.0,0.9748153686523438
87,19048,-8002.83544921875,-8056.7998046875,0.9745718836784363
88,19152,-7901.30078125,-8476.5,0.9743297696113586
89,19256,-7746.85546875,-5088.10009765625,0.974088191986084
