,step,TrainAverageReturn,EvalAverageReturn,Alpha
0,10000,-13573.0947265625,-12456.599609375,0.9997000694274902
1,10104,-12361.87890625,-12001.599609375,0.9993997812271118
2,10208,-12457.2587890625,-12033.7998046875,0.99909907579422
3,10312,-12365.03125,-6196.39990234375,0.9987980723381042
4,10416,-12613.8017578125,-16701.80078125,0.9984968900680542
5,10520,-12364.92578125,-13110.0,0.9981956481933594
6,10624,-12526.9326171875,-9716.0,0.9978945851325989
7,10728,-12523.0439453125,-12465.2001953125,0.9975937008857727
8,10832,-12529.22265625,-15168.2998046875,0.9972929954528809
9,10936,-12515.0849609375,-19204.400390625,0.9969925284385681
10,11040,-12625.96875,-7932.60009765625,0.9966922402381897
11,11144,-12538.6328125,-4485.39990234375,0.996392011642456
12,11248,-12557.1806640625,-5783.0,0.9960916042327881
13,11352,-12540.8125,-10464.0,0.9957910776138306
14,11456,-12733.306640625,-14098.0,0.9954904913902283
15,11560,-12597.3251953125,-5395.0,0.995189905166626
16,11664,-12468.98828125,-13164.400390625,0.9948891997337341
17,11768,-12396.7314453125,-16302.400390625,0.9945884943008423
18,11872,-12446.9521484375,-5575.0,0.99428790807724
19,11976,-12381.1923828125,-12722.0,0.9939873218536377
20,12080,-12400.572265625,-4763.0,0.9936867356300354
21,12184,-12379.4248046875,-10894.0,0.9933862686157227
22,12288,-12525.3603515625,-6219.0,0.9930857419967651
23,12392,-12583.5751953125,-7391.0,0.9927852749824524
24,12496,-12488.833984375,-11166.0,0.992484986782074
25,12600,-12492.6337890625,-7985.0,0.9921849370002747
26,12704,-12531.5205078125,-6322.0,0.9918851256370544
27,12808,-12511.884765625,-21478.0,0.9915854334831238
28,12912,-12513.8544921875,-13478.0,0.9912857413291931
29,13016,-12474.5205078125,-13743.400390625,0.990986168384552
30,13120,-12418.7197265625,-7533.0,0.9906867146492004
31,13224,-12383.7470703125,-12392.0,0.9903873801231384
32,13328,-12388.6650390625,-10218.2001953125,0.9900884032249451
33,13432,-12489.3857421875,-9726.0,0.9897896647453308
34,13536,-12394.5439453125,-17914.400390625,0.9894911050796509
35,13640,-12387.93359375,-12289.400390625,0.9891928434371948
36,13744,-12243.6767578125,-7114.7998046875,0.9888948798179626
37,13848,-12218.9833984375,-17067.900390625,0.9885972142219543
38,13952,-12213.123046875,-16439.400390625,0.9882998466491699
39,14056,-12201.16796875,-8140.2998046875,0.9880028963088989
40,14160,-12134.7509765625,-9917.7998046875,0.9877060651779175
41,14264,-12109.3642578125,-9350.900390625,0.9874091148376465
42,14368,-12132.4638671875,-5839.39990234375,0.9871125817298889
43,14472,-12058.41796875,-4372.89990234375,0.9868162274360657
44,14576,-11923.681640625,-5377.10009765625,0.9865204095840454
45,14680,-11938.8408203125,-14267.7998046875,0.9862250685691833
46,14784,-11961.63671875,-7720.7998046875,0.9859298467636108
47,14888,-11873.8125,-9875.7001953125,0.9856349229812622
48,14992,-11823.4775390625,-9163.7001953125,0.9853399991989136
49,15096,-11815.4609375,-12833.099609375,0.9850454926490784
50,15200,-11778.3623046875,-10429.900390625,0.984751284122467
51,15304,-11783.75390625,-6612.60009765625,0.9844577312469482
52,15408,-11594.560546875,-8574.7001953125,0.9841651320457458
53,15512,-11488.0126953125,-11125.0,0.9838734865188599
54,15616,-11484.2060546875,-9152.400390625,0.9835825562477112
55,15720,-11426.34765625,-6739.7998046875,0.9832923412322998
56,15824,-11236.6943359375,-7951.60009765625,0.9830031394958496
57,15928,-11099.0439453125,-2529.39990234375,0.9827150702476501
58,16032,-11018.3232421875,-9479.2001953125,0.9824281930923462
59,16136,-10991.44921875,-13630.5,0.9821421504020691
60,16240,-10913.6904296875,-3735.0,0.981857180595398
61,16344,-10921.517578125,-9109.0,0.9815725684165955
62,16448,-10766.359375,-3377.10009765625,0.9812886118888855
63,16552,-10530.75390625,-11806.2001953125,0.9810051321983337
64,16656,-10446.9365234375,-6566.10009765625,0.9807226061820984
65,16760,-10284.2001953125,-8672.400390625,0.980441689491272
66,16864,-10299.693359375,-8094.7998046875,0.9801622629165649
67,16968,-10189.869140625,-5445.89990234375,0.979884684085846
68,17072,-10050.306640625,-6033.5,0.9796093702316284
69,17176,-9893.830078125,-7097.0,0.9793359637260437
70,17280,-9815.150390625,-5124.10009765625,0.9790641069412231
71,17384,-9742.927734375,-8156.0,0.9787940979003906
72,17488,-9549.2763671875,-1121.9000244140625,0.9785250425338745
73,17592,-9477.859375,-1422.199951171875,0.9782586693763733
74,17696,-9314.326171875,-6006.89990234375,0.9779934287071228
75,17800,-9168.5986328125,-10739.900390625,0.9777291417121887
76,17904,-9046.8359375,-6476.0,0.9774659872055054
77,18008,-8997.9541015625,-3972.699951171875,0.9772043824195862
78,18112,-8786.6962890625,-4899.10009765625,0.9769451022148132
79,18216,-8615.013671875,-2267.199951171875,0.9766882061958313
80,18320,-8445.962890625,-2586.699951171875,0.9764344096183777
81,18424,-8254.9580078125,-6190.60009765625,0.9761835336685181
82,18528,-8109.1318359375,-3284.89990234375,0.9759361147880554
83,18632,-7965.638671875,-3119.699951171875,0.9756912589073181
84,18736,-7824.24755859375,-11939.900390625,0.9754480123519897
85,18840,-7661.8408203125,-6649.7998046875,0.9752066731452942
86,18944,-7585.33642578125,-5009.2001953125,0.9749668836593628
87,19048,-7517.796875,-7466.39990234375,0.9747292995452881
88,19152,-7373.81591796875,-7567.39990234375,0.9744935035705566
89,19256,-7211.09375,-4696.7998046875,0.9742598533630371
90,19360,-7068.20703125,-3723.60009765625,0.9740293622016907
91,19464,-6929.95849609375,-1644.699951171875,0.9738009572029114
92,19568,-6830.6669921875,-6774.60009765625,0.973576545715332
93,19672,-6715.9873046875,-5132.7001953125,0.9733546376228333
94,19776,-6614.8388671875,-6908.60009765625,0.9731345772743225
95,19880,-6643.58837890625,-2816.699951171875,0.972916841506958
96,19984,-6488.96875,-5482.60009765625,0.9727007150650024
97,20088,-6383.31396484375,-6736.7001953125,0.9724851250648499
98,20192,-6227.943359375,-2168.0,0.9722705483436584
99,20296,-6159.95654296875,-2910.800048828125,0.9720573425292969
100,20400,-6024.1552734375,-6078.2001953125,0.9718481302261353
101,20504,-5931.92724609375,-2369.10009765625,0.9716423749923706
102,20608,-5853.31787109375,-4418.0,0.9714407920837402
103,20712,-5742.89794921875,-2651.10009765625,0.971242368221283
104,20816,-5712.21728515625,-6321.39990234375,0.9710447788238525
105,20920,-5655.37255859375,-6926.0,0.9708488583564758
106,21024,-5565.64501953125,-1966.5,0.9706522226333618
107,21128,-5489.33642578125,-3356.5,0.9704563021659851
108,21232,-5469.876953125,-2646.60009765625,0.9702613353729248
109,21336,-5429.240234375,-2154.699951171875,0.9700686931610107
110,21440,-5367.09033203125,-3944.0,0.969879686832428
111,21544,-5319.158203125,-5001.89990234375,0.9696946740150452
112,21648,-5264.60009765625,-968.0,0.969511091709137
113,21752,-5205.63037109375,-2389.39990234375,0.9693281054496765
114,21856,-5167.28125,-5608.7998046875,0.9691466689109802
115,21960,-5144.634765625,-3901.89990234375,0.9689650535583496
116,22064,-5136.009765625,-797.9000244140625,0.9687842130661011
117,22168,-5103.6484375,-6013.60009765625,0.9686042070388794
118,22272,-5078.7958984375,-2003.800048828125,0.9684257507324219
119,22376,-5071.13427734375,-9231.5,0.9682477712631226
120,22480,-5081.81689453125,-3586.39990234375,0.9680699110031128
121,22584,-5000.44677734375,-3387.800048828125,0.9678940773010254
122,22688,-5005.1767578125,-5033.2001953125,0.9677224159240723
123,22792,-5015.64501953125,-5903.5,0.9675511121749878
124,22896,-5019.48291015625,-5972.89990234375,0.967380702495575
125,23000,-4980.7158203125,-9292.5,0.9672096967697144
126,23104,-4993.76708984375,-2975.5,0.9670364856719971
127,23208,-5003.31640625,-2918.10009765625,0.9668630957603455
